timestamp_ns,stamp_sec,stamp_nanosec,latitude,longitude,altitude
1762674185784483143,1762674185,784483143,31.892601599999978,118.81710599999997,7.376000000000204
1762674185784844046,1762674185,784844046,31.892601599999978,118.81710599999997,7.376000000000204
1762674185794522851,1762674185,794522851,31.892601599999978,118.81710599999997,7.376000000000204
1762674185794925803,1762674185,794925803,31.892601599999978,118.81710599999997,7.376000000000204
1762674185804689346,1762674185,804689346,31.892601599999978,118.81710599999997,7.376000000000204
1762674185805067305,1762674185,805067305,31.892601599999978,118.81710599999997,7.376000000000204
1762674185814642396,1762674185,814642396,31.892601599999978,118.81710599999997,7.376000000000204
1762674185834646419,1762674185,834646419,31.892601599999978,118.81710599999997,7.376000000000204
1762674185835205598,1762674185,835205598,31.892601599999978,118.81710599999997,7.376000000000204
1762674185844504812,1762674185,844504812,31.892601599999978,118.81710599999997,7.376000000000204
1762674185844777905,1762674185,844777905,31.892601599999978,118.81710599999997,7.376000000000204
1762674185854686411,1762674185,854686411,31.892601599999978,118.81710599999997,7.376000000000204
1762674185855087187,1762674185,855087187,31.892601599999978,118.81710599999997,7.376000000000204
1762674185864527588,1762674185,864527588,31.892601599999978,118.81710599999997,7.376000000000204
1762674185864865962,1762674185,864865962,31.892601599999978,118.81710599999997,7.376000000000204
1762674185874502911,1762674185,874502911,31.892601599999978,118.81710599999997,7.376000000000204
1762674185874877926,1762674185,874877926,31.892601599999978,118.81710599999997,7.376000000000204
1762674185884481050,1762674185,884481050,31.892601599999978,118.81710599999997,7.376000000000204
1762674185884831808,1762674185,884831808,31.892601599999978,118.81710599999997,7.376000000000204
1762674185894525846,1762674185,894525846,31.892601599999978,118.81710599999997,7.376000000000204
1762674185894931550,1762674185,894931550,31.892601599999978,118.81710599999997,7.376000000000204
1762674185904611539,1762674185,904611539,31.892601599999978,118.81710599999997,7.376000000000204
1762674185905046683,1762674185,905046683,31.892601599999978,118.81710599999997,7.376000000000204
1762674185914581454,1762674185,914581454,31.892601599999978,118.81710599999997,7.376000000000204
1762674185914974198,1762674185,914974198,31.892601599999978,118.81710599999997,7.376000000000204
1762674185925861474,1762674185,925861474,31.892601599999978,118.81710599999997,7.376000000000204
1762674185927490112,1762674185,927490112,31.892601599999978,118.81710599999997,7.376000000000204
1762674185934505764,1762674185,934505764,31.892601599999978,118.81710599999997,7.376000000000204
1762674185934904747,1762674185,934904747,31.892601599999978,118.81710599999997,7.376000000000204
1762674185944511455,1762674185,944511455,31.892601599999978,118.81710599999997,7.376000000000204
1762674185944849222,1762674185,944849222,31.892601599999978,118.81710599999997,7.376000000000204
1762674185954518587,1762674185,954518587,31.892601599999978,118.81710599999997,7.376000000000204
1762674185954910594,1762674185,954910594,31.892601599999978,118.81710599999997,7.376000000000204
1762674185964491606,1762674185,964491606,31.892601599999978,118.81710599999997,7.376000000000204
1762674185964869053,1762674185,964869053,31.892601599999978,118.81710599999997,7.376000000000204
1762674185974534738,1762674185,974534738,31.892601599999978,118.81710599999997,7.376000000000204
1762674185974915097,1762674185,974915097,31.892601599999978,118.81710599999997,7.376000000000204
1762674185984456940,1762674185,984456940,31.892601599999978,118.81710599999997,7.376000000000204
1762674185984787251,1762674185,984787251,31.892601599999978,118.81710599999997,7.376000000000204
1762674185994602603,1762674185,994602603,31.892601599999978,118.81710599999997,7.376000000000204
1762674185995022002,1762674185,995022002,31.892601599999978,118.81710599999997,7.376000000000204
1762674186004548581,1762674186,4548581,31.892601599999978,118.81710599999997,7.376000000000204
1762674186004954605,1762674186,4954605,31.892601599999978,118.81710599999997,7.376000000000204
1762674186014483519,1762674186,14483519,31.892601599999978,118.81710599999997,7.376000000000204
1762674186014843334,1762674186,14843334,31.892601599999978,118.81710599999997,7.376000000000204
1762674186024527932,1762674186,24527932,31.892601599999978,118.81710599999997,7.376000000000204
1762674186024949284,1762674186,24949284,31.892601599999978,118.81710599999997,7.376000000000204
1762674186034531575,1762674186,34531575,31.892601599999978,118.81710599999997,7.376000000000204
1762674186034946751,1762674186,34946751,31.892601599999978,118.81710599999997,7.376000000000204
1762674186044785719,1762674186,44785719,31.892601599999978,118.81710599999997,7.376000000000204
1762674186045132606,1762674186,45132606,31.892601599999978,118.81710599999997,7.376000000000204
1762674186055124889,1762674186,55124889,31.892601599999978,118.81710599999997,7.376000000000204
1762674186055566722,1762674186,55566722,31.892601599999978,118.81710599999997,7.376000000000204
1762674186064725389,1762674186,64725389,31.892601599999978,118.81710599999997,7.376000000000204
1762674186065065492,1762674186,65065492,31.892601599999978,118.81710599999997,7.376000000000204
1762674186074592550,1762674186,74592550,31.892601599999978,118.81710599999997,7.376000000000204
1762674186075070063,1762674186,75070063,31.892601599999978,118.81710599999997,7.376000000000204
1762674186084512832,1762674186,84512832,31.892601599999978,118.81710599999997,7.376000000000204
1762674186084935368,1762674186,84935368,31.892601599999978,118.81710599999997,7.376000000000204
1762674186094611998,1762674186,94611998,31.892601599999978,118.81710599999997,7.376000000000204
1762674186095107975,1762674186,95107975,31.892601599999978,118.81710599999997,7.376000000000204
1762674186105727278,1762674186,105727278,31.892601599999978,118.81710599999997,7.376000000000204
1762674186106566622,1762674186,106566622,31.892601599999978,118.81710599999997,7.376000000000204
1762674186114828729,1762674186,114828729,31.892601599999978,118.81710599999997,7.376000000000204
1762674186115503429,1762674186,115503429,31.892601599999978,118.81710599999997,7.376000000000204
1762674186124691378,1762674186,124691378,31.892601599999978,118.81710599999997,7.376000000000204
