timestamp_ns,stamp_sec,stamp_nanosec,ori_x,ori_y,ori_z,ori_w,ang_x,ang_y,ang_z,lin_x,lin_y,lin_z
1762674185780921924,1762674185,780921924,0.0023944308328805912,-0.0007285751754697092,-0.7593777362447712,0.6506452102144199,0.0028753775827831947,-0.000853001746644037,0.0005866889373990576,-0.011962890625,-0.022729492187500002,9.878955078125001
1762674185801011325,1762674185,801011325,0.0023944308328805912,-0.0007285751754697092,-0.7593777362447712,0.6506452102144199,-0.0013856273651334998,-0.001252470960511258,0.000853001746644037,0.016748046875000002,-0.033496093750000004,9.6863525390625
1762674185820921074,1762674185,820921074,0.0023944308328805912,-0.0007285751754697092,-0.7593777362447712,0.6506452102144199,0.001410657131937048,-0.002584035006735163,-0.002742221178160953,0.008374023437500001,-0.028710937500000002,9.9614990234375
1762674185840990154,1762674185,840990154,0.0023944308328805912,-0.0007285751754697092,-0.7593777362447712,0.6506452102144199,0.004073785224384858,-0.0004535325327768159,-0.0006117187042026058,-0.021533203125,-0.0011962890625,9.979443359375
1762674185860868671,1762674185,860868671,0.0023944308328805912,-0.0007285751754697092,-0.7593777362447712,0.6506452102144199,0.000478562299579868,-0.0016519401743784793,-0.0007448751088248474,-0.020336914062500003,0.057421875000000004,9.9256103515625
1762674185880893974,1762674185,880893974,0.0023944308328805912,-0.0007285751754697092,-0.7593777362447712,0.6506452102144199,0.001810126345804269,0.001410657131937048,0.00032037612815457423,-0.0322998046875,0.031103515625,9.9016845703125
1762674185901173075,1762674185,901173075,0.0023217047406205605,-0.0007907309700574468,-0.7593153174475878,0.6507182440358493,-0.0011193145558890164,-0.0015187837697562376,-0.0006117187042026058,-0.022729492187500002,0.08134765625000001,9.8059814453125
1762674185921030599,1762674185,921030599,0.0023217047406205605,-0.0007907309700574468,-0.7593153174475878,0.6507182440358493,0.001810126345804269,-0.0027171914113579007,0.0011193145558890164,-0.035888671875,0.0705810546875,9.9112548828125
1762674185940971613,1762674185,940971613,0.0023217047406205605,-0.0007907309700574468,-0.7593153174475878,0.6507182440358493,0.0008780315134470891,-0.0005866889373990576,0.0015187837697562376,-0.0059814453125,0.0155517578125,9.956713867187501
1762674185960941459,1762674185,960941459,0.0023217047406205605,-0.0007907309700574468,-0.7593153174475878,0.6507182440358493,0.0020764391550487523,-0.001252470960511258,0.002184565792867942,-0.0275146484375,0.052636718750000006,9.974658203125001
1762674185980931882,1762674185,980931882,0.0023217047406205605,-0.0007907309700574468,-0.7593153174475878,0.6507182440358493,0.0011443443226920684,-0.004048755457581806,0.0007198453420217953,-0.031103515625,-0.0107666015625,9.910058593750001
1762674186001036227,1762674186,1036227,0.002248826989446635,-0.0008533319181191918,-0.7593776546255583,0.65064567335624,0.0008780315134470891,-0.0027171914113579007,-0.001410657131937048,-0.022729492187500002,0.016748046875000002,9.8825439453125
1762674186020970681,1762674186,20970681,0.0023112049886030678,-0.0009261341604698085,-0.7593775693260191,0.6506454547689734,0.0024759083689159735,-0.000853001746644037,0.0013856273651334998,-0.026318359375000003,0.008374023437500001,9.859814453125
